"Committee","MTG #","Date","Start Time","End Time","Location"
"Property Standards - Etobicoke York Panel","10","2011-10-18","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","11","2011-11-29","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","12","2011-12-13","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","13","2012-01-17","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","14","2012-02-21","09:30 AM","10:00 PM","Boardroom, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","15","2012-03-27","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","16","2012-04-24","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","17","2012-05-29","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","18","2012-06-26","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","19","2012-07-17","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","20","2012-09-25","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","21","2012-10-23","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","22","2012-12-18","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","23","2013-01-15","09:30 AM","06:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","24","2013-03-19","09:30 AM","06:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","25","2013-04-16","09:30 AM","06:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","26","2013-05-21","09:30 AM","06:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","27","2013-06-25","09:30 AM","06:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","28","2013-07-16","09:30 AM","06:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","29","2013-09-24","09:30 AM","06:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","30","2013-10-29","09:30 AM","06:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","31","2013-11-26","09:30 AM","06:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","32","2013-12-17","09:30 AM","06:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - North York Panel","1","2010-12-13","09:30 AM","12:30 PM","Committee Room 3, North York Civic Centre"
"Property Standards - North York Panel","2","2011-01-27","09:30 AM","10:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","3","2011-02-22","09:30 AM","10:00 PM","Committee Room 3, North York Civic Centre"
"Property Standards - North York Panel","4","2011-03-24","09:30 AM","10:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","5","2011-04-14","09:30 AM","10:00 PM","Committee Room 3, North York Civic Centre"
"Property Standards - North York Panel","6","2011-05-19","09:30 AM","10:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","7","2011-06-21","09:30 AM","10:00 PM","Committee Room 3, North York Civic Centre"
"Property Standards - North York Panel","8","2011-07-14","09:30 AM","10:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","9","2011-09-14","09:30 AM","10:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","10","2011-10-17","09:30 AM","10:00 PM","Committee Room 3, North York Civic Centre"
"Property Standards - North York Panel","11","2011-11-21","09:30 AM","10:00 PM","Committee Room 1, North York Civic Centre"
"Property Standards - North York Panel","12","2011-12-06","09:30 AM","10:00 PM","Committee Room 3, North York Civic Centre"
"Property Standards - North York Panel","13","2012-01-26","09:30 AM","10:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","14","2012-02-23","09:30 AM","10:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","15","2012-03-29","09:30 AM","10:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","16","2012-04-19","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"Property Standards - North York Panel","17","2012-05-24","09:30 AM","10:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","18","2012-06-28","09:30 AM","10:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","19","2012-07-26","09:30 AM","10:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","20","2012-10-25","09:30 AM","10:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","21","2012-12-20","09:30 AM","10:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","22","2013-01-16","09:30 AM","06:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","23","2013-02-21","09:30 AM","06:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","24","2013-04-25","09:30 AM","06:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","25","2013-06-20","09:30 AM","06:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","26","2013-07-25","09:30 AM","06:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","27","2013-09-25","09:30 AM","06:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","28","2013-10-24","09:30 AM","06:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","29","2013-11-21","09:30 AM","06:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - North York Panel","30","2013-12-19","09:30 AM","06:00 PM","Committee Room 2, North York Civic Centre"
"Property Standards - Scarborough Panel","1","2011-01-24","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","2","2011-02-28","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","3","2011-03-21","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","4","2011-04-18","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","5","2011-05-16","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","6","2011-06-20","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","7","2011-07-18","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","8","2011-09-19","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","9","2011-10-31","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","10","2011-11-28","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","11","2012-01-23","09:30 AM","02:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","12","2012-02-27","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","13","2012-03-26","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","14","2012-04-23","09:30 AM","10:00 PM","Committee Room 1, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","15","2012-05-28","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","16","2012-06-25","09:30 AM","10:00 PM","Committee Room 1, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","17","2012-07-23","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","18","2012-09-24","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","19","2012-10-29","09:30 AM","10:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","20","2012-12-11","09:30 AM","01:00 PM","Committee Room 2, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","21","2013-02-11","09:30 AM","06:00 PM","Committee Room 1, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","22","2013-03-18","09:30 AM","06:00 PM","Committee Room 1, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","23","2013-04-29","09:30 AM","06:00 PM","Committee Room 1, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","24","2013-06-03","09:30 AM","06:00 PM","Committee Room 1, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","25","2013-07-08","09:30 AM","06:00 PM","Committee Room 1, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","26","2013-09-09","09:30 AM","06:00 PM","Committee Room 1, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","27","2013-10-07","09:30 AM","06:00 PM","Committee Room 1, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","28","2013-11-04","09:30 AM","06:00 PM","Committee Room 1, Scarborough Civic Centre"
"Property Standards - Scarborough Panel","29","2013-12-09","09:30 AM","06:00 PM","Committee Room 1, Scarborough Civic Centre"
"Property Standards - Toronto and East York Panel","1","2011-01-05","09:30 AM","02:00 PM","Committee Room 1, City Hall"
"Property Standards - Toronto and East York Panel","2","2011-02-03","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Property Standards - Toronto and East York Panel","3","2011-03-03","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Property Standards - Toronto and East York Panel","4","2011-04-07","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Property Standards - Toronto and East York Panel","5","2011-05-12","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Property Standards - Toronto and East York Panel","6","2011-06-09","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Property Standards - Toronto and East York Panel","7","2011-06-17","09:30 AM","10:00 PM","Boardroom, City Clerk's Office, 2nd Floor West, City Hall"
"Property Standards - Toronto and East York Panel","8","2011-07-07","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Property Standards - Toronto and East York Panel","9","2011-09-22","09:30 AM","10:00 PM","Committee Room 4, City Hall"
"Property Standards - Toronto and East York Panel","10","2011-10-20","09:30 AM","10:00 PM","Committee Room 3, City Hall"
"Property Standards - Toronto and East York Panel","11","2011-11-24","09:30 AM","10:00 PM","Committee Room 4, City Hall"
"Property Standards - Toronto and East York Panel","12","2012-01-19","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Property Standards - Toronto and East York Panel","13","2012-02-16","09:30 AM","10:00 PM","Committee Room 3, City Hall"
"Property Standards - Toronto and East York Panel","14","2012-03-22","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Property Standards - Toronto and East York Panel","15","2012-04-26","09:30 AM","10:00 PM","Committee Room 3, City Hall"
"Property Standards - Toronto and East York Panel","16","2012-05-31","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Property Standards - Toronto and East York Panel","17","2012-06-28","09:30 AM","10:00 PM","Committee Room 3, City Hall"
"Property Standards - Toronto and East York Panel","18","2012-07-26","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Property Standards - Toronto and East York Panel","19","2012-09-27","09:30 AM","10:00 PM","Committee Room 3, City Hall"
"Property Standards - Toronto and East York Panel","20","2012-10-25","09:30 AM","10:00 PM","Committee Room 3, City Hall"
"Property Standards - Toronto and East York Panel","21","2012-11-22","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Property Standards - Toronto and East York Panel","22","2013-01-31","09:30 AM","06:00 PM","Committee Room 4, City Hall"
"Property Standards - Toronto and East York Panel","23","2013-02-28","09:30 AM","06:00 PM","Committee Room 4, City Hall"
"Property Standards - Toronto and East York Panel","24","2013-04-25","09:30 AM","06:00 PM","Committee Room 4, City Hall"
"Property Standards - Toronto and East York Panel","25","2013-05-30","09:30 AM","06:00 PM","Committee Room 4, City Hall"
"Property Standards - Toronto and East York Panel","26","2013-06-27","09:30 AM","06:00 PM","Committee Room 4, City Hall"
"Property Standards - Toronto and East York Panel","27","2013-07-25","09:30 AM","06:00 PM","Committee Room 4, City Hall"
"Property Standards - Toronto and East York Panel","28","2013-09-26","09:30 AM","06:00 PM","Committee Room 4, City Hall"
"Property Standards - Toronto and East York Panel","29","2013-10-24","09:30 AM","06:00 PM","Committee Room 4, City Hall"
"Property Standards - Toronto and East York Panel","30","2013-11-21","09:30 AM","06:00 PM","Committee Room 3, City Hall"
"Property Standards Committee","1","2012-02-08","09:30 AM","10:00 PM","Committee Room 3, City Hall"
"Property Standards Committee","2","2012-06-06","09:30 AM","10:00 PM","Committee Room 4, City Hall"
"Public Works and Infrastructure Committee","1","2011-01-26","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","2","2011-03-23","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","3","2011-04-26","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","4","2011-05-26","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","5","2011-06-23","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","6","2011-07-18","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","7","2011-09-07","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","8","2011-10-05","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","9","2011-11-03","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","10","2011-11-15","09:30 AM","10:00 PM","Committee Room 4, City Hall"
"Public Works and Infrastructure Committee","11","2012-01-04","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","12","2012-02-16","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Public Works and Infrastructure Committee","13","2012-04-03","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","14","2012-04-18","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","15","2012-05-16","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","16","2012-06-14","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","17","2012-09-12","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","18","2012-10-11","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","19","2012-11-14","09:30 AM","10:00 PM","Council Chamber, City Hall"
"Public Works and Infrastructure Committee","20","2013-01-23","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","21","2013-03-19","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Public Works and Infrastructure Committee","22","2013-04-10","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","23","2013-05-15","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","24","2013-06-19","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","25","2013-09-20","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","26","2013-10-21","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","27","2013-11-20","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","28","2014-01-09","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","29","2014-03-04","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","30","2014-04-09","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","31","2014-05-14","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","32","2014-06-18","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Public Works and Infrastructure Committee","33","2014-08-13","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Scarborough Community Council","1","2010-12-08","09:30 AM","10:00 AM","Committee Room 3, City Hall"
"Scarborough Community Council","2","2010-12-10","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","3","2011-01-18","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","4","2011-02-16","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","5","2011-03-22","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","6","2011-04-21","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","7","2011-05-25","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","8","2011-06-22","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","9","2011-09-12","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","10","2011-10-04","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","11","2011-11-02","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","12","2012-01-10","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","13","2012-02-14","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","14","2012-03-20","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","15","2012-04-17","01:30 PM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","16","2012-05-15","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","17","2012-06-13","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","18","2012-09-11","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","19","2012-10-10","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","20","2012-11-06","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","21","2013-01-22","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","22","2013-02-26","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","23","2013-04-09","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","24","2013-05-14","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","25","2013-06-18","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","26","2013-09-10","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","27","2013-10-17","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","28","2013-11-19","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","29","2014-01-15","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","30","2014-02-25","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","31","2014-04-08","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","32","2014-05-13","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","33","2014-06-17","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Scarborough Community Council","34","2014-08-12","09:30 AM","10:00 PM","Council Chamber, Scarborough Civic Centre"
"Seniors Strategy Subcommittee","1","2011-12-12","02:00 PM","04:00 PM","Committee Room 3, City Hall"
"Seniors Strategy Subcommittee","2","2012-05-17","02:00 PM","04:00 PM","Committee Room 3, City Hall"
"Sign Variance Committee","1","2010-12-15","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Sign Variance Committee","2","2011-02-15","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Sign Variance Committee","3","2011-04-05","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Sign Variance Committee","4","2011-05-10","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Sign Variance Committee","5","2011-06-07","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Sign Variance Committee","6","2011-11-22","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Sign Variance Committee","7","2011-12-13","09:30 AM","10:00 PM","Committee Room 4, City Hall"
"Sign Variance Committee","8","2012-01-31","09:30 AM","09:30 PM","Committee Room 1, City Hall"
"Sign Variance Committee","9","2012-02-28","09:30 AM","09:30 PM","Committee Room 1, City Hall"
"Sign Variance Committee","10","2012-04-03","09:30 AM","09:30 PM","Committee Room 2, City Hall"
"Sign Variance Committee","11","2012-05-01","09:30 AM","09:30 PM","Committee Room 1, City Hall"
"Sign Variance Committee","12","2012-05-29","09:30 AM","11:30 AM","Committee Room 3, City Hall"
"Sign Variance Committee","13","2012-09-25","09:30 AM","09:30 PM","Committee Room 1, City Hall"
"Sign Variance Committee","14","2012-10-23","09:30 AM","09:30 PM","Committee Room 1, City Hall"
"Sign Variance Committee","15","2012-11-20","09:30 AM","09:30 PM","Committee Room 1, City Hall"
"Sign Variance Committee","16","2013-02-12","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Sign Variance Committee","17","2013-03-27","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Sign Variance Committee","18","2013-04-30","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Sign Variance Committee","19","2013-06-04","09:30 AM","06:00 PM","Committee Room 2, City Hall"
"Sign Variance Committee","20","2013-07-09","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Sign Variance Committee","21","2013-09-03","09:30 AM","06:00 PM","Committee Room 2, City Hall"
"Sign Variance Committee","22","2013-10-01","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Sign Variance Committee","23","2013-11-05","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Sign Variance Committee","24","2013-12-10","09:30 AM","06:00 PM","Committee Room 2, City Hall"
"Striking Committee","1","2010-12-08","10:00 AM","12:00 PM","Committee Room 1, City Hall"
"Striking Committee","2","2011-03-01","11:00 AM","12:00 PM","Committee Room 2, City Hall"
"Striking Committee","3","2011-05-31","09:30 AM","12:30 PM","Committee Room 4, City Hall"
"Striking Committee","4","2011-10-13","09:30 AM","12:00 PM","Committee Room 4, City Hall"
"Striking Committee","5","2012-01-26","10:00 AM","11:00 AM","Committee Room 3, City Hall"
"Striking Committee","6","2012-03-29","02:00 PM","04:00 PM","Committee Room 4, City Hall"
"Striking Committee","7","2012-09-25","10:00 AM","12:00 PM","Committee Room 3, City Hall"
"Striking Committee","8","2012-11-16","10:30 AM","02:00 PM","Committee Room 2, City Hall"
"Striking Committee","9","2013-02-13","10:30 AM","12:00 PM","Committee Room 1, City Hall"
"Striking Committee","10","2013-06-27","10:00 AM","11:00 AM","Committee Room 3, City Hall"
"Subcommittee on Establishment of Local Appeal Body","1","2012-11-01","01:00 PM","10:00 PM","Committee Room 3, City Hall"
"Subcommittee on Establishment of Local Appeal Body","2","2012-11-14","01:00 PM","10:00 PM","Committee Room 3, City Hall"
"Subcommittee on Establishment of Local Appeal Body","3","2012-12-10","01:00 PM","06:00 PM","Committee Room 3, City Hall"
"Toronto Preservation Board","1","2011-02-22","02:00 PM","10:00 PM","Committee Room 2, City Hall"
"Toronto Preservation Board","2","2011-04-01","02:00 PM","10:00 PM","Committee Room 2, City Hall"
"Toronto Preservation Board","3","2011-05-05","02:00 PM","10:00 PM","Committee Room 2, City Hall"
"Toronto Preservation Board","4","2011-06-08","02:00 PM","10:00 PM","Committee Room 3, City Hall"
"Toronto Preservation Board","5","2011-09-07","02:00 PM","10:00 PM","Committee Room 3, City Hall"
"Toronto Preservation Board","6","2011-09-30","02:00 PM","10:00 PM","Committee Room 4, City Hall"
"Toronto Preservation Board","7","2011-10-19","02:00 PM","10:00 PM","Committee Room 3, City Hall"
"Toronto Preservation Board","8","2011-11-24","02:00 PM","10:00 PM","Committee Room 1, City Hall"
"Toronto Preservation Board","9","2012-01-16","02:00 PM","10:00 PM","Committee Room 3, City Hall"
"Toronto Preservation Board","10","2012-02-21","02:00 PM","10:00 PM","Committee Room 3, City Hall"
"Toronto Preservation Board","11","2012-04-27","02:00 PM","07:00 PM","Committee Room 4, City Hall"
"Toronto Preservation Board","12","2012-05-29","02:00 PM","10:00 PM","Committee Room 3, City Hall"
"Toronto Preservation Board","13","2012-06-14","02:00 PM","10:00 PM","Committee Room 3, City Hall"
"Toronto Preservation Board","14","2012-07-05","02:00 PM","10:00 PM","Committee Room 3, City Hall"
"Toronto Preservation Board","15","2012-09-20","02:00 PM","10:00 PM","Committee Room 3, City Hall"
"Toronto Preservation Board","16","2012-10-01","02:00 PM","10:00 PM","Committee Room 3, City Hall"
"Toronto Preservation Board","17","2012-10-23","02:00 PM","10:00 PM","Committee Room 3, City Hall"
"Toronto Preservation Board","18","2012-11-26","02:00 PM","10:00 PM","Committee Room 3, City Hall"
"Toronto Preservation Board","19","2013-01-09","02:00 PM","06:00 PM","Committee Room 1, City Hall"
"Toronto Preservation Board","20","2013-02-14","02:00 PM","06:00 PM","Committee Room 2, City Hall"
"Toronto Preservation Board","21","2013-03-27","02:00 PM","06:00 PM","Committee Room 4, City Hall"
"Toronto Preservation Board","22","2013-05-02","02:00 PM","06:00 PM","Committee Room 2, City Hall"
"Toronto Preservation Board","23","2013-05-29","02:00 PM","06:00 PM","Committee Room 1, City Hall"
"Toronto Preservation Board","24","2013-09-04","02:00 PM","06:00 PM","Committee Room 2, City Hall"
"Toronto Preservation Board","25","2013-10-03","02:00 PM","06:00 PM","Committee Room 4, City Hall"
"Toronto Preservation Board","26","2013-11-05","02:00 PM","06:00 PM","Committee Room 4, City Hall"
"Toronto and East York Community Council","1","2010-12-08","09:30 AM","10:00 AM","Committee Room 1, City Hall"
"Toronto and East York Community Council","2","2010-12-10","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","3","2011-01-18","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","4","2011-02-16","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","5","2011-03-22","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","6","2011-04-21","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","7","2011-05-25","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","8","2011-06-22","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","9","2011-09-12","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","10","2011-10-04","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","11","2011-11-02","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","12","2012-01-10","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Toronto and East York Community Council","12","2012-01-11","12:00 AM","12:01 PM","Committee Room 1, City Hall"
